No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++,new_color,bright_color,grade_encode,grade_img,grade_surface_img,grade_marbling_img,grade_color_img,grade_texture_img,grade_total_img
72258,1++,steer,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072258.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72272,1++,steer,3.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072272.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72274,1++,steer,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072274.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72302,1++,female,3.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,train/cropped_448/QC_cow_segmentation_1++_072302.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72322,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072322.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72425,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072425.jpg,0,0,0,1,6,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72433,1++,steer,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072433.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72482,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072482.jpg,0,0,0,1,4,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72491,1++,steer,4.0,4.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,4.0,train/cropped_448/QC_cow_segmentation_1++_072491.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72522,1++,steer,4.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_072522.jpg,0,0,0,1,6,6.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72528,1++,steer,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072528.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72557,1++,steer,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072557.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72631,1++,female,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072631.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72641,1++,steer,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072641.jpg,0,0,0,1,5,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72685,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072685.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72697,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072697.jpg,0,0,0,1,4,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72717,1++,female,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,train/cropped_448/QC_cow_segmentation_1++_072717.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72719,1++,steer,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_072719.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72727,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072727.jpg,0,0,0,1,5,5.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72744,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072744.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72810,1++,steer,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,train/cropped_448/QC_cow_segmentation_1++_072810.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72832,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072832.jpg,0,0,0,1,4,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72837,1++,steer,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072837.jpg,0,0,0,1,4,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72865,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072865.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72870,1++,steer,4.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072870.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
72888,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,train/cropped_448/QC_cow_segmentation_1++_072888.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73000,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073000.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73085,1++,steer,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073085.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73172,1++,steer,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073172.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73195,1++,steer,4.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_073195.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73207,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073207.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73228,1++,steer,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073228.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73301,1++,steer,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_073301.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73459,1++,female,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073459.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73484,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073484.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73485,1++,steer,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_073485.jpg,0,0,0,1,4,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73487,1++,steer,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_073487.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73508,1++,steer,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073508.jpg,0,0,0,1,6,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73535,1++,steer,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_073535.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73549,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073549.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73600,1++,steer,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073600.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73612,1++,female,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073612.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73690,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073690.jpg,0,0,0,1,5,5.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73691,1++,steer,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073691.jpg,0,0,0,1,4,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73786,1++,steer,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073786.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
73868,1++,steer,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_073868.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74092,1++,steer,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074092.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74098,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074098.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74163,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074163.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74294,1++,steer,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074294.jpg,0,0,0,1,6,6.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74321,1++,steer,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074321.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74376,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,train/cropped_448/QC_cow_segmentation_1++_074376.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74506,1++,steer,3.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074506.jpg,0,0,0,1,5,5.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74600,1++,steer,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074600.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74689,1++,female,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,train/cropped_448/QC_cow_segmentation_1++_074689.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74731,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074731.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74827,1++,female,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,4.0,4.0,train/cropped_448/QC_cow_segmentation_1++_074827.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74871,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074871.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
74945,1++,steer,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_074945.jpg,0,0,0,1,5,5.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75141,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075141.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75260,1++,steer,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075260.jpg,0,0,0,1,6,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75399,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075399.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75449,1++,female,3.0,3.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075449.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75454,1++,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075454.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75557,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075557.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75647,1++,steer,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075647.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75704,1++,steer,2.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075704.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75730,1++,female,3.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075730.jpg,0,0,0,1,0,0.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75777,1++,steer,2.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075777.jpg,0,0,0,1,5,5.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
75895,1++,steer,3.0,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_075895.jpg,0,0,0,1,5,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
76075,1++,steer,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_076075.jpg,0,0,0,1,1,1.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
76134,1++,female,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_076134.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
76210,1++,steer,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_076210.jpg,0,0,0,1,5,5.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
76234,1++,steer,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_076234.jpg,0,0,0,1,3,3.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
76247,1++,female,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,train/cropped_448/QC_cow_segmentation_1++_076247.jpg,0,0,0,1,2,2.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
76275,1++,steer,3.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,train/cropped_448/QC_cow_segmentation_1++_076275.jpg,0,0,0,1,6,4.0,0,grade/1.jpg,kde/kde_Surface Moisture_1++.png,kde/kde_Marbling_1++.png,kde/kde_new_color_1++.png,kde/kde_Texture_1++.png,kde/kde_Total_1++.png
